"id";"subject_type";"subject_value";"relation_type";"relation_value";"object_type";"object_value";"confidence"
9796;"ORGANIZATION";"Chanute Air Force Base";"O";"be in";"LOCATION";"Rantoul";1.0
9797;"ORGANIZATION";"Lincoln Park Zoo";"O";"be located in";"LOCATION";"Lincoln Park";1.0
9798;"ORGANIZATION";"Museum of Science and Industry in Chicago Magnolia Manor";"O";"be the of";"LOCATION";"Vandalia";1.0
9799;"ORGANIZATION";"Railway Post Office";"O";"be a of";"LOCATION";"Chicago";1.0
9800;"ORGANIZATION";"Cubs";"O";"beat";"ORGANIZATION";"Cleveland Indians";1.0
9801;"ORGANIZATION";"Chicago Bulls";"O";"be of";"ORGANIZATION";"NBA";1.0
9802;"ORGANIZATION";"Chicago Blackhawks";"O";"be of";"ORGANIZATION";"nhl";1.0
9803;"ORGANIZATION";"Gateway Grizzlies";"O";"be in";"LOCATION";"Sauget";1.0
9804;"ORGANIZATION";"Eastern Illinois Panthers";"O";"be member of";"ORGANIZATION";"Ohio Valley Conference";1.0
9805;"ORGANIZATION";"NFL";"O";"have";"ORGANIZATION";"Arizona Cardinals";1.0
9806;"ORGANIZATION";"Chicago Zephyrs";"O";"move to";"LOCATION";"Baltimore";1.0
9807;"ORGANIZATION";"Chicagoland Speedway";"O";"be in";"LOCATION";"Joliet";1.0
9808;"ORGANIZATION";"Chicago Motor Speedway";"O";"be in";"LOCATION";"Cicero";1.0
9809;"ORGANIZATION";"Meadowdale International Raceway";"O";"be in";"LOCATION";"Carpentersville";1.0
9810;"LOCATION";"Chicago";"O";"in";"LOCATION";"Logan Square";1.0
9811;"LOCATION";"Illinois";"O";"be near";"LOCATION";"Lockport";1.0
9812;"LOCATION";"Illinois";"O";"be of";"LOCATION";"Illinois";1.0
9813;"ORGANIZATION";"Illinois General Assembly";"O";"be the of";"LOCATION";"Chicago";1.0
9814;"ORGANIZATION";"Illinois State Capitol";"O";"be balanceedit of";"ORGANIZATION";"Illinois Party";1.0
9815;"LOCATION";"Chicago";"O";"have";"LOCATION";"Cook County";1.0
9816;"PERSON";"Hillary Clinton";"O";"carry";"LOCATION";"Illinois";1.0
9817;"PERSON";"Lincoln";"O";"be bear in";"LOCATION";"Kentucky";1.0
9818;"PERSON";"Grant";"O";"be bear in";"LOCATION";"Ohio";1.0
9819;"PERSON";"Grant";"O";"move to";"LOCATION";"Illinois";1.0
9820;"PERSON";"Barack Obama";"O";"be bear in";"LOCATION";"Hawaii";1.0
9821;"PERSON";"Ronald Reagan";"O";"be bear in";"LOCATION";"Tampico";1.0
9822;"PERSON";"Reagan";"O";"move to";"LOCATION";"Los Angeles";1.0
9823;"ORGANIZATION";"Senate";"O";"be of";"LOCATION";"United States";1.0
9824;"ORGANIZATION";"National university";"O";"be in";"LOCATION";"United States";1.0
9825;"ORGANIZATION";"University of Illinois";"O";"be at";"ORGANIZATION";"Urbana-Champaign";1.0
9826;"ORGANIZATION";"University of Illinois";"O";"be at";"LOCATION";"Chicago";1.0
9827;"ORGANIZATION";"University of Illinois";"O";"be at";"ORGANIZATION";"Urbana-Champaign";1.0
9828;"LOCATION";"Chicago";"O";"have";"LOCATION";"O'Hare International Airport";1.0
9829;"LOCATION";"Atlanta";"O";"by";"ORGANIZATION";"Hartsfield";1.0
9830;"ORGANIZATION";"Amtrak";"O";"by";"ORGANIZATION";"Illinois Service";1.0
9831;"LOCATION";"Chicago";"O";"be to";"PERSON";"Quincy Carl Sandburg";1.0
9832;"ORGANIZATION";"Illinois Budget Impasse Referencesedit";"O";"be article of";"ORGANIZATION";"Illinois Index of illinois-related";1.0
9833;"LOCATION";"Americas Great City";"O";"be on";"LOCATION";"Mississippi";1.0
9834;"ORGANIZATION";"Illinois Selected Social Characteristics";"O";"be in";"LOCATION";"United States";1.0
9835;"ORGANIZATION";"University of Illinois";"O";"be at";"LOCATION";"Springfield";1.0
9836;"ORGANIZATION";"University of Illinois";"O";"be at";"LOCATION";"Urbana";1.0
9837;"ORGANIZATION";"Society Sports Tourism Transportation Windmills Seal of Illinois Regions American Bottom Central Illinois Champaign";"O";"be history languages law music people politics portal protected area of";"ORGANIZATION";"Communications Culture Delegations Earthquakes Economy Education Energy Environment Geography Government Health";1.0
9838;"ORGANIZATION";"Freeport Galesburg Glenview/Northbrook Harrisburg Jacksonville Joliet Kankakee/Bradley/Bourbonnais Lincoln Macomb";"O";"be dekalb/sycamore des plaines/mount prospect/park ridge dixon downers grove/woodridge effingham elgin/carpentersville elmhurst/lombard/addison evanston/skokie of";"ORGANIZATION";"Calumet City Canton Carbondale Carol Stream/Glendale Heights Centralia Champaign/Urbana Charleston/Mattoon Chicago Chicago Heights Crystal Lake/Algonquin Danville Decatur";1.0
9839;"PERSON";"Bruce Rauner";"O";"be state government of";"PERSON";"Dick Durbin Tammy Duckworth";1.0
9840;"LOCATION";"Washington";"O";"be of";"LOCATION";"United States States";1.0
9841;"LOCATION";"Federated States";"O";"be of";"LOCATION";"Micronesia Marshall Islands Palau";1.0
9842;"ORGANIZATION";"labor";"O";"be position of";"ORGANIZATION";"Federal Reserve System Financial";1.0
9843;"LOCATION";"Oklahoma City";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
9844;"LOCATION";"Oklahoma City";"O";"have surpass";"PERSON";"Guthrie";1.0
9845;"PERSON";"Guthrie";"O";"be to";"LOCATION";"Oklahoma City";1.0
9846;"LOCATION";"Oklahoma City";"O";"lie from";"LOCATION";"International Space Station";1.0
9847;"LOCATION";"Oklahoma City Automobile Alley";"O";"be in";"LOCATION";"Oklahoma City look";1.0
9848;"ORGANIZATION";"NOAA";"O";"by assessment be";"ORGANIZATION";"NCA";1.0
9849;"LOCATION";"Oklahoma City Oklahoma City";"O";"be city of";"LOCATION";"Oklahoma City Metropolitan Statistical Area";1.0
9850;"ORGANIZATION";"MSA";"O";"be within";"LOCATION";"Oklahoma City";1.0
9851;"ORGANIZATION";"Chamber of Commerce";"O";"be accord to";"LOCATION";"Oklahoma City";1.0
9852;"PERSON";"Forbes";"O";"rank";"LOCATION";"Oklahoma City No";1.0
9853;"PERSON";"Forbes";"O";"rank";"LOCATION";"Oklahoma City No";1.0
9854;"PERSON";"WalletHub";"O";"rank";"LOCATION";"Oklahoma City No";1.0
9855;"LOCATION";"Bricktown";"O";"be downtown of";"LOCATION";"Oklahoma City";1.0
9856;"LOCATION";"Kirkpatrick Memorial Tower";"O";"be include";"PERSON";"Eleanor Blake";1.0
9857;"ORGANIZATION";"Kirkpatrick Science and Air Space Museum";"O";"be at";"ORGANIZATION";"Omniplex";1.0
9858;"ORGANIZATION";"Dodgers";"O";"be of";"LOCATION";"Oklahoma City";1.0
9859;"PERSON";"Rayo OKC";"O";"be of";"ORGANIZATION";"Soccer League";1.0
9860;"ORGANIZATION";"Oklahoma Rugby Football Club";"O";"be of";"LOCATION";"USA Rugby";1.0
9861;"ORGANIZATION";"NBA";"O";"of";"ORGANIZATION";"Thunder of the National Basketball Association";1.0
9862;"LOCATION";"Chesapeake Energy Arena";"O";"be in";"LOCATION";"Oklahoma City";1.0
9863;"ORGANIZATION";"NBA";"O";"have";"ORGANIZATION";"New Orleans Hornets";1.0
9864;"ORGANIZATION";"Thunder Basketball National Basketball Association Chesapeake Energy Arena Oklahoma City Blue Basketball NBA G League Cox Convention Center Oklahoma City Dodgers Baseball Pacific Coast League";"O";"be barons current metro area pro-teamsedit of";"LOCATION";"Oklahoma City";1.0
9865;"LOCATION";"Crystal Bridge";"O";"be at";"LOCATION";"Myriad Botanical Gardens";1.0
9866;"LOCATION";"Oklahoma Shakespeare";"O";"be in";"LOCATION";"Park";1.0
9867;"ORGANIZATION";"Martin Park Nature Center";"O";"be natural habitat in";"LOCATION";"Oklahoma City";1.0
9868;"LOCATION";"Oklahoma City Skate Park";"O";"be at";"LOCATION";"Wiley Post Park";1.0
9869;"ORGANIZATION";"Mat Hoffman Action Sports Park";"O";"be name by";"ORGANIZATION";"National Geographic Society Travel Guide";1.0
9870;"LOCATION";"Oklahoma City OU Health Sciences Center";"O";"be in";"LOCATION";"Oklahoma City The city";1.0
9871;"ORGANIZATION";"Rose State College";"O";"be east of";"LOCATION";"Oklahoma City";1.0
9872;"ORGANIZATION";"FAA";"O";"have";"ORGANIZATION";"Mike Monroney Aeronautical Center";1.0
9873;"ORGANIZATION";"National Academy";"O";"offer";"ORGANIZATION";"Research Associateship Programs";1.0
9874;"ORGANIZATION";"OKCPS";"O";"have";"ORGANIZATION";"Belle Isle Enterprise Middle School";1.0
9875;"ORGANIZATION";"KIPP Reach College Preparatory School";"O";"receive";"ORGANIZATION";"National Blue Ribbon";1.0
9876;"ORGANIZATION";"Dale Rogers Training Center";"O";"be in";"LOCATION";"Oklahoma City";1.0
9877;"PERSON";"Gaylord";"O";"have";"ORGANIZATION";"Oklahoma Publishing Company";1.0
9878;"ORGANIZATION";"kfor-tv";"O";"be include";"ORGANIZATION";"NBC";1.0
9879;"ORGANIZATION";"KOCO-TV";"O";"be affiliate of";"ORGANIZATION";"ABC";1.0
9880;"ORGANIZATION";"KOKH-TV";"O";"be affiliate of";"PERSON";"Fox";1.0
9881;"ORGANIZATION";"kocb";"O";"be affiliate of";"ORGANIZATION";"cw";1.0
9882;"ORGANIZATION";"ktuz-tv";"O";"be affiliate of";"ORGANIZATION";"Telemundo";1.0
9883;"LOCATION";"Lake Hefner Parkway";"O";"run through";"LOCATION";"Oklahoma City";1.0
9884;"LOCATION";"Shields Boulevard";"O";"continue from";"LOCATION";"e.k";1.0
9885;"LOCATION";"Gaylord Boulevard";"O";"be in";"LOCATION";"Oklahoma City";1.0
9886;"ORGANIZATION";"Northwest Expressway";"O";"run from";"LOCATION";"North Classen Boulevard";1.0
9887;"LOCATION";"Fort Sill";"O";"be in";"LOCATION";"Lawton";1.0
9888;"LOCATION";"Children 's hospital";"O";"be at";"ORGANIZATION";"OU Medicine";1.0
9889;"LOCATION";"INTEGRIS Baptist Medical Center";"O";"be name in";"LOCATION";"U.S";1.0
9890;"ORGANIZATION";"Smith history";"O";"be keep at";"ORGANIZATION";"Weather Bureau Office";1.0
9891;"LOCATION";"Guatemala";"O";"open consulate in";"LOCATION";"Oklahoma";1.0
9892;"ORGANIZATION";"New York Times";"O";"be website of";"ORGANIZATION";"Oklahoma City Historic Film Row District";1.0
9893;"ORGANIZATION";"Crescent Goldsby Langston Luther Maud Meeker Minco Ninnekah Okarche Rush Springs Union City Population";"ORGANIZATION";"spark";"ORGANIZATION";"St";1.0
9894;"LOCATION";"Oklahoma City Jr";"O";"be wshl of";"ORGANIZATION";"Oklahoma Baseball PCL Oklahoma City Dodgers TL Tulsa Drillers Basketball NBA Oklahoma City Thunder G League Oklahoma City Blue hockey echl Tulsa Oilers";1.0
9895;"PERSON";"Concho Scott";"O";"be ‡ yukon towns calumet okarche ‡ union city unincorporated community of";"LOCATION";"Piedmont";1.0
9896;"LOCATION";"Oklahoma City";"O";"be ‡ of";"ORGANIZATION";"Shawnee Cities Maud";1.0
9897;"ORGANIZATION";"pa Harrisburg ri Providence SC Columbia sd Pierre tn Nashville TX Austin UT Salt Lake City VT Montpelier VA Richmond WA Olympia WV Charleston WI Madison";"O";"be or salem of";"LOCATION";"Oklahoma City";1.0
9898;"PERSON";"Mick Cornett";"O";"be in";"LOCATION";"Oklahoma";1.0
9899;"LOCATION";"Oklahoma Cities";"O";"be in";"LOCATION";"Oklahoma Cities";1.0
9900;"LOCATION";"Oklahoma Cities";"O";"be in";"LOCATION";"Oklahoma County";1.0
9901;"LOCATION";"Oklahoma Cities";"O";"be in";"LOCATION";"Pottawatomie County";1.0
9902;"ORGANIZATION";"Eesti ???????? Español esperanto estremeñu euskara";"O";"be bizaad of";"PERSON";"bislama ????????? Bosanski Brezhoneg Català Cebuano ?eština Corsu Cymraeg Dansk Deutsch Diné";1.0
9903;"LOCATION";"Pennsylvania";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
9904;"LOCATION";"Allentown";"O";"be cite by";"ORGANIZATION";"Urban Land Institute";1.0
9905;"PERSON";"John Penn";"O";"be governor of";"LOCATION";"Pennsylvania";1.0
9906;"PERSON";"James Allen";"O";"son of";"PERSON";"William Allen";1.0
9907;"PERSON";"Allen Street";"O";"be name for";"PERSON";"Allen";1.0
9908;"LOCATION";"Hamilton Street";"O";"be name for";"PERSON";"James Hamilton";1.0
9909;"LOCATION";"Northampton Town";"O";"displace";"PERSON";"Easton";1.0
9910;"ORGANIZATION";"Committee of Observation";"O";"be for";"LOCATION";"Northampton County";1.0
9911;"ORGANIZATION";"Liberty Bell Museum Reproduction";"O";"be at";"ORGANIZATION";"Zions Church";1.0
9912;"ORGANIZATION";"Supreme Executive Council of the Commonwealth";"O";"be of";"LOCATION";"Pennsylvania";1.0
9913;"LOCATION";"Philadelphia";"O";"from";"ORGANIZATION";"Christ Church";1.0
9914;"LOCATION";"Hamilton Street dam";"O";"holding of";"ORGANIZATION";"Lehigh County historical Society";1.0
9915;"PERSON";"Samuel Yohe";"O";"be of";"PERSON";"Easton";1.0
9916;"LOCATION";"Allentown";"O";"send";"PERSON";"Allen Infantry";1.0
9917;"ORGANIZATION";"Allen Infantry";"O";"deter";"ORGANIZATION";"confederate States";1.0
9918;"ORGANIZATION";"Sunbury Guards";"O";"be in";"LOCATION";"Northumberland County";1.0
9919;"ORGANIZATION";"company d";"O";"be in";"LOCATION";"Perry County";1.0
9920;"PERSON";"Fisher";"O";"have";"PERSON";"Hill";1.0
9921;"LOCATION";"Cedar Creek";"O";"be in";"LOCATION";"Virginia";1.0
9922;"ORGANIZATION";"Allentown Boiler Works";"O";"be found in by";"PERSON";"Charles Collum";1.0
9923;"LOCATION";"United States Military Academy";"O";"be at";"LOCATION";"West Point";1.0
9924;"PERSON";"Bastian";"O";"form";"PERSON";"Arbogast";1.0
9925;"PERSON";"Ainey";"O";"be bear in";"LOCATION";"Susquehanna county";1.0
9926;"ORGANIZATION";"Hamilton Street West";"O";"move from";"LOCATION";"Brooklyn";0.15377660881103794
9927;"ORGANIZATION";"western front";"O";"be in";"LOCATION";"France";1.0
9928;"PERSON";"Max Hess";"O";"come in to";"LOCATION";"Allentown";1.0
9929;"PERSON";"Max";"O";"open";"ORGANIZATION";"Hess Brothers";1.0
9930;"PERSON";"Hess";"O";"be sell to";"ORGANIZATION";"Bon-Ton";1.0
9931;"PERSON";"Mack Trucks";"O";"relocate to";"LOCATION";"Greensboro";1.0
9932;"LOCATION";"Lake Muhlenberg";"O";"be in";"LOCATION";"Cedar Creek Parkway";1.0
9933;"PERSON";"Hess";"O";"";"ORGANIZATION";"Department Stores";1.0
9934;"ORGANIZATION";"Liberty Bell Museum";"O";"be know landmark in";"LOCATION";"Center City";1.0
9935;"PERSON";"Wallace Harrison";"O";"come to";"LOCATION";"Allentown";1.0
9936;"ORGANIZATION";"Rockefeller Center";"O";"be in";"LOCATION";"New York City";1.0
9937;"ORGANIZATION";"Allentown Band and Community Music School";"O";"be of";"LOCATION";"Lehigh Valley";1.0
9938;"PERSON";"Horace Trumbauer";"O";"be architect of";"LOCATION";"Philadelphia";1.0
9939;"ORGANIZATION";"Lehigh Valley Transit Company";"O";"be in";"LOCATION";"Allentown";1.0
9940;"ORGANIZATION";"Plymouth meet";"O";"be at";"LOCATION";"Clarks Summit";1.0
9941;"LOCATION";"Ohio";"O";"be to";"LOCATION";"Newark";1.0
9942;"ORGANIZATION";"Lehigh Valley Railroad";"O";"offer hour train service to";"LOCATION";"Pennsylvania Station";1.0
9943;"ORGANIZATION";"Norfolk Southern Railway";"O";"have";"ORGANIZATION";"Lehigh Line";1.0
9944;"ORGANIZATION";"Utilitiesedit Electricity";"O";"be in";"LOCATION";"Allentown";1.0
9945;"ORGANIZATION";"Lehigh Valley Hospital";"O";"be in";"LOCATION";"Allentown";1.0
9946;"ORGANIZATION";"Allentown Fire Department";"O";"be fire department of";"LOCATION";"Pennsylvania";1.0
9947;"ORGANIZATION";"employee";"ORGANIZATION";"station";"ORGANIZATION";"Engines Trucks HAZMAT Fireboats";1.0
9948;"ORGANIZATION";"Baum School of Art";"O";"be in";"LOCATION";"Center City Allentown";1.0
9949;"ORGANIZATION";"Moravian College";"O";"be in";"LOCATION";"Bethlehem";1.0
9950;"LOCATION";"Binghamton";"O";"be broadcast television of";"LOCATION";"Pennsylvania";1.0
9951;"LOCATION";"Binghamton";"O";"be broadcast television of";"LOCATION";"Pennsylvania";1.0
9952;"ORGANIZATION";"CNN";"O";"be en";"ORGANIZATION";"Español";1.0
9953;"LOCATION";"Binghamton Buffalo Burlington/Plattsburgh Elmira New York City Rochester Syracuse Utica Watertown Pennsylvania";"O";"be television albany/schenectady of";"ORGANIZATION";"New York State";1.0
9954;"LOCATION";"North Fifth Street";"O";"be in";"LOCATION";"Center City Allentown";1.0
9955;"ORGANIZATION";"Allentown Symphony Orchestra";"O";"perform at";"LOCATION";"Allentown Symphony Hall";1.0
9956;"LOCATION";"North Fifth Street";"O";"be in";"LOCATION";"Center City";1.0
9957;"LOCATION";"Allentown";"O";"in";"LOCATION";"West End";1.0
9958;"LOCATION";"Pennsylvania Coca-Cola Park";"O";"be in";"LOCATION";"Allentown";1.0
9959;"ORGANIZATION";"PPL Center";"O";"house";"ORGANIZATION";"Lehigh Valley Steelhawks";1.0
9960;"PERSON";"dane DeHaan";"O";"be bones of";"PERSON";"Fox";1.0
9961;"PERSON";"Keith Jarrett";"O";"be corporation of";"ORGANIZATION";"Chrysler";1.0
9962;"PERSON";"Lara Jill Miller";"O";"be ers of";"LOCATION";"San Francisco";1.0
9963;"PERSON";"Lee Aimee Mullins";"ORGANIZATION";"be of";"ORGANIZATION";"life and Times of Juniper";1.0
9964;"ORGANIZATION";"CW";"O";"have";"PERSON";"Veronica Mars";1.0
9965;"LOCATION";"East Coast";"O";"be of";"LOCATION";"United States";1.0
9966;"ORGANIZATION";"United Statescitation";"O";"need";"PERSON";"Easton";1.0
9967;"LOCATION";"Allentown";"O";"have";"ORGANIZATION";"Army Camp Crane";1.0
9968;"LOCATION";"Upper Macungie Twp";"O";"be purchase of";"PERSON";"Sam Adams";1.0
9969;"LOCATION";"Lebanon Township of O'Hara Township of Penn Hills City";"O";"be of";"LOCATION";"Philadelphia Township of Plymouth Township of Radnor Township of Upper Darby Township of Upper St";1.0
9970;"LOCATION";"Coatesville City";"O";"be of";"LOCATION";"Farrell City";1.0
9971;"ORGANIZATION";"Albany Annapolis Augusta Boston Concord Dover Hartford Harrisburg Montpelier Providence Trenton Authority";"O";"be capital of";"ORGANIZATION";"Waterbury Wilmington Worcester State";1.0
9972;"LOCATION";"Lehigh River Cities";"O";"be in";"LOCATION";"Lehigh County";1.0
9973;"ORGANIZATION";"Aetna Ambridge Mann Black Oak Brunswick";"O";"be neighborhoods list of";"PERSON";"Elbert Henry Gary";1.0
9974;"PERSON";"Gary";"O";"be adjacent to";"LOCATION";"Indiana Dunes National Lakeshore";1.0
9975;"PERSON";"Dozier";"O";"be trustee of";"LOCATION";"Calumet Township";1.0
9976;"PERSON";"Clay";"O";"endorse";"PERSON";"Karen Freeman-Wilson";1.0
9977;"LOCATION";"Indiana Superior Court Building City Hall map";"O";"be of";"PERSON";"Gary";1.0
9978;"LOCATION";"South";"O";"be along";"LOCATION";"Broadway";1.0
9979;"LOCATION";"West side of Gary";"O";"be of";"LOCATION";"Broadway";1.0
9980;"LOCATION";"Tolleston";"O";"be between";"LOCATION";"Whitcomb Street";1.0
9981;"PERSON";"Glen Park";"O";"be divide by";"LOCATION";"Borman Expressway";1.0
9982;"PERSON";"Gary";"O";"to";"LOCATION";"Gleason Park Golf Course";1.0
9983;"LOCATION";"Wells Street Beach";"O";"be in";"LOCATION";"Miller Aetna";1.0
9984;"PERSON";"Gary";"O";"town of";"PERSON";"Miller";0.6615647639003823
9985;"ORGANIZATION";"Emerson";"O";"be located in";"PERSON";"Gary";1.0
9986;"LOCATION";"Gary City Hall";"O";"be located in";"LOCATION";"Emerson";1.0
9987;"LOCATION";"Miller Beach";"O";"be along";"LOCATION";"County Line Road";1.0
9988;"PERSON";"Gary";"O";"be section of";"LOCATION";"Northwesternmost";1.0
9989;"PERSON";"Gary";"O";"be mile from";"LOCATION";"Chicago Loop";1.0
9990;"ORGANIZATION";"Lake County Public Library";"O";"operate";"ORGANIZATION";"black Oak Branch";1.0
9991;"ORGANIZATION";"Indiana University Northwest";"O";"operate";"PERSON";"John W";1.0
9992;"PERSON";"Gary";"O";"in";"LOCATION";"U.S";1.0
9993;"ORGANIZATION";"wpwr";"O";"be own by";"ORGANIZATION";"Fox Television Stations";1.0
9994;"ORGANIZATION";"Infrastructureedit Medical facilitiesedit Gary Community Health Center Methodist Hospital Policeedit Gary";"O";"be serve by";"ORGANIZATION";"Gary Police Department";1.0
9995;"ORGANIZATION";"northern Indiana Commuter Transportation District";"O";"operate";"LOCATION";"South Shore Line";1.0
9996;"PERSON";"Gary";"O";"be hometown of";"PERSON";"Jackson";1.0
9997;"PERSON";"Katherine Jackson";"O";"move from";"LOCATION";"East Chicago";1.0
9998;"LOCATION";"Indiana";"O";"be at";"LOCATION";"Jackson St";1.0
9999;"PERSON";"Dick Barnett";"O";"be with";"ORGANIZATION";"Texas Western Miners";1.0
10000;"PERSON";"Dan Barreiro";"O";"be with";"ORGANIZATION";"New York Knicks";1.0
10001;"PERSON";"Lyman Bostock";"O";"be of";"ORGANIZATION";"Eastern Air Lines";1.0
10002;"PERSON";"Polly Draper";"O";"be theater of";"ORGANIZATION";"Drury Lane";1.0
10003;"PERSON";"Tank Johnson";"O";"be player of";"ORGANIZATION";"NFL";1.0
10004;"PERSON";"Alex Karras";"O";"be player of";"ORGANIZATION";"NFL";1.0
10005;"PERSON";"Karl Malden";"O";"be with";"ORGANIZATION";"Miami Dolphins";1.0
10006;"PERSON";"Sista Monica Parker";"O";"be player of";"ORGANIZATION";"NFL";1.0
10007;"PERSON";"Dan Plesac";"O";"be for";"ORGANIZATION";"CNN";1.0
10008;"ORGANIZATION";"Kokomo Tribune";"O";"be from";"LOCATION";"Kokomo";1.0
10009;"PERSON";"Baxter";"O";"be 's";"ORGANIZATION";"Liverpool New Elliott North Hayden Orchard Grove Palmer Range Line Rolling Hill Estates Ross";1.0
10010;"LOCATION";"Chicago Southland Eastern Ridges and Lowlands Fox Valley";"O";"be in";"LOCATION";"Great Lakes Northern Illinois Northern Indiana";1.0
10011;"LOCATION";"Indiana East Central Indiana Wabash Valley Northern Indiana Northeast Indiana Northwest Indiana Michiana Southern Indiana Indiana Uplands Kentuckiana Southwestern Indiana";"O";"be strength sports regions central of";"ORGANIZATION";"Outline Society Hoosiers Culture Crime Demographics Economy Education Politics Party";1.0
10012;"ORGANIZATION";"Wisconsin Location";"O";"be in";"LOCATION";"United States";1.0
10013;"PERSON";"Jim Schmitt";"O";"be county brown government • mayor of";"LOCATION";"United States State Wisconsin";1.0
10014;"ORGANIZATION";"Green Bay Packers";"O";"be to";"ORGANIZATION";"National Football League";1.0
10015;"ORGANIZATION";"Green Bay";"O";"be city of";"LOCATION";"Green Bay Metropolitan Statistical Area";1.0
10016;"ORGANIZATION";"Green Bay";"O";"host";"ORGANIZATION";"Neville Public Museum";1.0
10017;"PERSON";"Samuel de Champlain";"O";"be people gallery building sister city trivia notes references external link historyedit of";"LOCATION";"Green Bay Plaza notable";1.0
10018;"LOCATION";"french river";"O";"be to";"LOCATION";"Lake Huron";1.0
10019;"PERSON";"Nicolet";"O";"arrive in";"LOCATION";"Green Bay area";1.0
10020;"PERSON";"Nicolet";"O";"return to";"LOCATION";"Quebec";1.0
10021;"PERSON";"Père Claude Allouez";"O";"send";"PERSON";"Nicolas Perrot";1.0
10022;"LOCATION";"Lake Winnebago";"O";"take over";"LOCATION";"Wisconsin";1.0
10023;"LOCATION";"United States";"O";"build";"LOCATION";"Fort Howard";1.0
10024;"PERSON";"Roosevelt";"O";"come to";"LOCATION";"Green Bay";1.0
10025;"PERSON";"Elmer s";"O";"be ? winford abrams ? of";"PERSON";"Minahan";1.0
10026;"PERSON";"James H";"O";"be ? of";"PERSON";"Wenzel Wiesner";1.0
10027;"PERSON";"Diener";"O";"?";"PERSON";"John S";1.0
10028;"PERSON";"Michael Monfils";"O";"be ? of";"PERSON";"Thomas Atkinson";1.0
10029;"PERSON";"James J";"O";"be ? of";"PERSON";"Jadin";1.0
10030;"LOCATION";"Green Bay Cathedral";"O";"be represent by";"PERSON";"Mike Gallagher";1.0
10031;"PERSON";"Ron Johnson";"O";"be in";"ORGANIZATION";"Senate";1.0
10032;"PERSON";"Dave Hansen";"O";"represent";"LOCATION";"Green Bay";1.0
10033;"PERSON";"Eric Genrich";"O";"represent";"LOCATION";"Green Bay";1.0
10034;"LOCATION";"Chicago";"O";"serve";"LOCATION";"Green Bay";1.0
10035;"ORGANIZATION";"CNW";"O";"have";"LOCATION";"Peninsula";1.0
10036;"PERSON";"Green Bay";"O";"be also serve by";"LOCATION";"Escanaba";1.0
10037;"LOCATION";"Airportedit Green Bay";"O";"be serve by";"LOCATION";"Green Bay-Austin Straubel International Airport";1.0
10038;"LOCATION";"US";"O";"travel towards";"LOCATION";"Marinette";1.0
10039;"LOCATION";"US";"O";"begin in";"LOCATION";"Bellevue";1.0
10040;"LOCATION";"Wateredit Green Bay";"O";"be serve by";"LOCATION";"Port of Green Bay";1.0
10041;"PERSON";"Mary";"O";"have";"ORGANIZATION";"Hospital Medical Center";1.0
10042;"PERSON";"Green Bay";"O";"be home to";"PERSON";"Milo c";1.0
10043;"ORGANIZATION";"Green Bay Area Public School District Green Bay";"O";"be serve by";"ORGANIZATION";"Green Bay Area Public School District";0.5570915744896853
10044;"ORGANIZATION";"Bellin College of Nursing Concordia University";"ORGANIZATION";"be of";"LOCATION";"Wisconsin";1.0
10045;"ORGANIZATION";"Sportsedit Resch Center Club Sport";"ORGANIZATION";"found";"ORGANIZATION";"League Stadium Green Bay Packers Football National Football League Lambeau Field Green Bay Blizzard Indoor Football Indoor Football League Resch Center Green Bay Phoenix";1.0
10046;"ORGANIZATION";"United States hockey League Resch Center";"O";"be baseball northwoods league joannes stadium green bay gamblers junior ice hockey of";"ORGANIZATION";"Cornerstone Community Ice Center Green Bay Bullfrogs Summer College";1.0
10047;"PERSON";"Green Bay";"O";"be serve by";"PERSON";"Green Bay Press-Gazette";1.0
10048;"ORGANIZATION";"Oneida Nation";"O";"be of";"LOCATION";"Wisconsin";1.0
10049;"LOCATION";"Cofrin Memorial Arboretum Fox River State Recreational trail Green Bay Botanical Garden Joannes Stadium The Broadway District Lambeau Field";"O";"be of";"ORGANIZATION";"Packers";1.0
10050;"ORGANIZATION";"Neville Public Museum of Brown County Northeast Wisconsin Technical College NEW Zoo Packers Heritage trail Resch Center";"O";"be suburb of";"LOCATION";"Ashwaubenon";1.0
10051;"PERSON";"David Agry";"O";"be of";"LOCATION";"Green Bay";1.0
10052;"PERSON";"John Penn Arndt";"O";"be territorial legislator of";"LOCATION";"Wisconsin";1.0
10053;"PERSON";"Adolph A";"O";"be state representative of";"LOCATION";"Nebraska";1.0
10054;"PERSON";"Thomas A";"O";"be state assemblyman of";"LOCATION";"Wisconsin";1.0
10055;"PERSON";"Gary t";"O";"be state assemblyman of";"LOCATION";"Wisconsin";1.0
10056;"PERSON";"Mark Green";"O";"be territorial legislator of";"LOCATION";"Wisconsin";1.0
10057;"PERSON";"Timothy O";"O";"be of";"LOCATION";"Michigan";1.0
10058;"PERSON";"Carol Kelso";"O";"be state senator of";"LOCATION";"Wisconsin";1.0
10059;"PERSON";"Thomas f";"O";"be state assemblyman of";"LOCATION";"Wisconsin";1.0
10060;"PERSON";"Gustav Kustermann";"O";"be from";"LOCATION";"Wisconsin";1.0
