"id";"subject_type";"subject_value";"relation_type";"relation_value";"object_type";"object_value";"confidence"
16900;"LOCATION";"Taipei";"O";"be chinese of";"LOCATION";"Indonesia Japan Republic of Korea Malaysia Mexico New Zealand Papua New Guinea Peru Philippines Russia Singapore";1.0
16901;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
16902;"PERSON";"Cuomo";"O";"be of";"PERSON";"Weezer";1.0
16903;"LOCATION";"Penrose Hospital";"O";"be in";"LOCATION";"Colorado Springs";1.0
16904;"PERSON";"Omid Kordestani";"O";"be key people of";"PERSON";"Jack Dorsey Noah Glass Biz Stone Evan Williams";1.0
16905;"PERSON";"Williams";"O";"later ascribe to";"PERSON";"Noah Glass";1.0
16906;"ORGANIZATION";"Newsweek";"O";"have";"PERSON";"Steven Levy";1.0
16907;"ORGANIZATION";"News Corp.";"O";"from";"ORGANIZATION";"Fox Audience Network";1.0
16908;"PERSON";"Omid Kordestani";"O";"be chief business officer of";"ORGANIZATION";"Google";1.0
16909;"ORGANIZATION";"Twitter";"O";"lead";"ORGANIZATION";"Facebook";1.0
16910;"ORGANIZATION";"Twitter";"O";"be back by";"ORGANIZATION";"Union Square Ventures";1.0
16911;"PERSON";"Barack Obama";"O";"be president of";"LOCATION";"US";1.0
16912;"LOCATION";"Twitter Town Hall";"O";"be with";"PERSON";"Barack Obama";1.0
16913;"PERSON";"Dzhokhar Tsarnaev";"O";"be of";"LOCATION";"Boston Marathon";1.0
16914;"PERSON";"Milo Yiannopoulos";"O";"be of";"ORGANIZATION";"Breitbart News";1.0
16915;"ORGANIZATION";"censorship twitter";"O";"be ban in";"LOCATION";"Iran";1.0
16916;"PERSON";"Dvorak";"O";"describe";"ORGANIZATION";"Twitter";1.0
16917;"PERSON";"Steve Dotto";"O";"be columnist of";"ORGANIZATION";"Vancouver Sun";1.0
16918;"PERSON";"Andy Carvin";"O";"give";"PERSON";"Schorr";1.0
16919;"LOCATION";"United Kingdom";"O";"have";"ORGANIZATION";"GCHQ";1.0
16920;"PERSON";"Matt groen";"O";"be with";"PERSON";"Simpsons";1.0
16921;"ORGANIZATION";"Google";"O";"through";"ORGANIZATION";"DoubleClick";1.0
16922;"ORGANIZATION";"Twitter";"O";"pay m for";"ORGANIZATION";"magic Pony Technology";0.5041355159129871
16923;"ORGANIZATION";"Twitter";"O";"have";"PERSON";"Evan Williams";1.0
16924;"ORGANIZATION";"Twitter";"ORGANIZATION";"help";"ORGANIZATION";"Center";1.0
16925;"LOCATION";"Netherlands";"O";"lead";"ORGANIZATION";"market in Twitter.com";1.0
16926;"ORGANIZATION";"Athlete know";"O";"be as";"ORGANIZATION";"CTB";1.0
16927;"ORGANIZATION";"Twitter";"O";"have";"PERSON";"Tony Wang";1.0
16928;"PERSON";"Rory Carroll";"O";"be in";"LOCATION";"Los Angeles";1.0
16929;"ORGANIZATION";"BBC News";"O";"be in";"LOCATION";"Bristol";1.0
16930;"LOCATION";"EU";"O";"be sign of";"ORGANIZATION";"Microsoft";1.0
16931;"LOCATION";"UK";"O";"be leak list of";"ORGANIZATION";"GCHQ";1.0
16932;"ORGANIZATION";"Twitter";"ORGANIZATION";"confirm";"ORGANIZATION";"Bluefin Labs acquisition";0.5041355159129871
16933;"ORGANIZATION";"Microsoft Naver";"O";"be iac/interactivecorp of";"ORGANIZATION";"Facebook Google";1.0
16934;"ORGANIZATION";"Avaya Cisco Systems Ericsson Fujitsu Hewlett Packard Enterprise Huawei Juniper Networks Motorola Solutions NEC Nokia";"O";"be equipment of";"ORGANIZATION";"Microsoft Nokia Panasonic Samsung Sony TCL Corporation true Xiaomi ZTE network";1.0
16935;"ORGANIZATION";"Google";"O";"be edmodo fanfou gab identi.ca micro.blog migme myspace plurk solaborate qzone tout viadeo vk xing defunct app.net of";"ORGANIZATION";"Tumblr LinkedIn Sina Weibo Tencent Weibo Diaspora";1.0
16936;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
16937;"ORGANIZATION";"Yahoo Facebook YouTube Twitter Websites";"O";"be in";"LOCATION";"China";1.0
16938;"LOCATION";"Xanga";"O";"launch";"ORGANIZATION";"Xanga Video";1.0
16939;"PERSON";"Chris Choi";"O";"be 's";"LOCATION";"Xanga";1.0
16940;"LOCATION";"Xanga";"O";"launch";"PERSON";"Xanga Lock";1.0
16941;"LOCATION";"Xanga";"O";"be fine by";"ORGANIZATION";"FTC";1.0
16942;"PERSON";"Chris";"O";"be on";"LOCATION";"Xanga";1.0
16943;"PERSON";"Chris";"O";"be on";"LOCATION";"Xanga";1.0
16944;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
16945;"PERSON";"Mark Zuckerberg";"O";"be founder of";"ORGANIZATION";"Facebook";1.0
16946;"ORGANIZATION";"New York Times";"O";"liken";"ORGANIZATION";"Google";1.0
16947;"PERSON";"Bradley Horowitz";"O";"be executive of";"ORGANIZATION";"Google";1.0
16948;"ORGANIZATION";"Google";"O";"subsequently refocus";"ORGANIZATION";"Google";1.0
16949;"ORGANIZATION";"Google";"O";"feature rating from";"LOCATION";"Zagat";1.0
16950;"LOCATION";"India";"O";"can post to";"ORGANIZATION";"Google";1.0
16951;"PERSON";"Barack Obama";"O";"be on";"ORGANIZATION";"Google";1.0
16952;"PERSON";"Bradley Horowitz";"O";"be vp of";"ORGANIZATION";"Google";1.0
16953;"PERSON";"Vic Gundotra";"O";"be executive of";"ORGANIZATION";"Google";1.0
16954;"PERSON";"Jawed Karim";"O";"be co-founder of";"ORGANIZATION";"YouTube";1.0
16955;"ORGANIZATION";"YouTube";"O";"would require";"ORGANIZATION";"Google";1.0
16956;"PERSON";"Jimmy Fallon";"O";"have mention";"ORGANIZATION";"Google";1.0
16957;"ORGANIZATION";"Facebook";"O";"be 's";"PERSON";"Mark Zuckerberg";1.0
16958;"ORGANIZATION";"Google";"O";"announce";"ORGANIZATION";"Google";1.0
16959;"PERSON";"Picasa";"O";"be update of";"ORGANIZATION";"Google";1.0
16960;"PERSON";"Obama";"O";"have";"ORGANIZATION";"Google";1.0
16961;"PERSON";"Spielberg";"O";"be 's";"ORGANIZATION";"Google";1.0
16962;"ORGANIZATION";"AJAX";"O";"be tool of";"ORGANIZATION";"primer Pixel Play Books Games Movies & TV Music Newsstand Public DNS url Shortener Wallet Wifi Development";1.0
16963;"PERSON";"Al Gore Alan Eustace Alan Mulally Amit Singhal Ann Mather David Drummond Eric Schmidt Jeff Dean John Doerr John L";"O";"be for";"ORGANIZATION";"Google China Google";1.0
16964;"PERSON";"Larry Page Sergey Brin";"O";"be founder of";"PERSON";"Tilghman Sundar Pichai Susan Wojcicki Urs Hölzle Vint Cerf Hal Varian Gayglers";1.0
16965;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
16966;"PERSON";"Ravelry";"O";"be owner of";"LOCATION";"USA";1.0
16967;"PERSON";"Alexa";"O";"be website www.ravelry.com of";"PERSON";"Jessica Forbes";1.0
16968;"PERSON";"Humphreys";"O";"be ^ of";"PERSON";"Jessica Forbes";1.0
16969;"ORGANIZATION";"Ravelry Revolutionary Knitting Circle Stitch";"O";"be club of";"ORGANIZATION";"Walker Elizabeth Zimmermann Nancy Marchant Organizations British hand Knitting Confederation I knit London Knitting";1.0
16970;"ORGANIZATION";"business review";"O";"be in";"LOCATION";"Los Angeles";1.0
16971;"PERSON";"Alexa";"O";"be toolbar website www.alexa.com of";"ORGANIZATION";"Alexa";1.0
16972;"LOCATION";"Alexandria";"O";"be of";"LOCATION";"Egypt";1.0
16973;"PERSON";"Alexa";"O";"be acquire by";"ORGANIZATION";"Amazon.com";1.0
16974;"ORGANIZATION";"Google";"O";"be replace with";"PERSON";"Bing";1.0
16975;"ORGANIZATION";"Amazon";"O";"dump";"ORGANIZATION";"Google";0.5041355159129871
16976;"ORGANIZATION";"Amazon Digital Game Store Technology click Amazon Game Studios Amazon Robotics Carbonado Dynamo Graphiq Gurupa Lab double helix Games Obidos Liquavista Publishing Amazon Publishing Amazon Studios";"O";"be drive echo show video prime kindle kindle fire fire hd fire hdx fire tv fire phone kindle store music reflexive entertainment fire os of";"ORGANIZATION";"ComiXology Amazon";1.0
16977;"PERSON";"Larry Page Sergey Brin";"O";"be founder of";"LOCATION";"California";1.0
16978;"ORGANIZATION";"Google";"O";"be found in by";"PERSON";"Larry Page";1.0
16979;"PERSON";"Sundar Pichai";"O";"ceo of";"ORGANIZATION";"Google";1.0
16980;"LOCATION";"Menlo Park";"O";"in friend be";"PERSON";"Susan Wojcicki";1.0
16981;"PERSON";"Jeff Bezos";"O";"be founder of";"ORGANIZATION";"Amazon.com";1.0
16982;"PERSON";"David Cheriton";"O";"be computer science professor of";"ORGANIZATION";"Stanford University";1.0
16983;"PERSON";"Eric Schmidt";"O";"work together at";"ORGANIZATION";"Google";1.0
16984;"ORGANIZATION";"Google";"O";"have";"ORGANIZATION";"IPO";1.0
16985;"LOCATION";"Amphitheatre Parkway";"O";"be in";"LOCATION";"Mountain View";1.0
16986;"ORGANIZATION";"Google";"O";"buy property from";"ORGANIZATION";"SGI";1.0
16987;"PERSON";"Rachel Potvin";"O";"be engineering manager of";"ORGANIZATION";"Google";1.0
16988;"ORGANIZATION";"Google";"O";"acquire";"ORGANIZATION";"Deja News";1.0
16989;"ORGANIZATION";"Google";"O";"acquire";"ORGANIZATION";"Urchin Software";1.0
16990;"ORGANIZATION";"Google";"O";"partner with";"ORGANIZATION";"NASA Ames Research Center";1.0
16991;"ORGANIZATION";"NORAD";"ORGANIZATION";"track";"ORGANIZATION";"Santa";1.0
16992;"ORGANIZATION";"Federal Energy Regulatory Commission FERC";"O";"grant";"ORGANIZATION";"Google";1.0
16993;"ORGANIZATION";"Google";"O";"sell manufacturing operation to";"ORGANIZATION";"Flextronics";1.0
16994;"ORGANIZATION";"Google";"O";"sell motorola home business division to";"ORGANIZATION";"Arris Group";1.0
16995;"ORGANIZATION";"Google";"O";"acquire";"PERSON";"Waze";1.0
16996;"ORGANIZATION";"Google";"O";"form partnership with";"PERSON";"mobvoi";1.0
16997;"PERSON";"Sundar Pichai";"O";"ceo of";"ORGANIZATION";"Google";1.0
16998;"ORGANIZATION";"Advertising Google";"O";"be product of";"ORGANIZATION";"Google";1.0
16999;"ORGANIZATION";"Paris Civil Court";"O";"rule against";"ORGANIZATION";"Google";1.0
17000;"ORGANIZATION";"Custom";"ORGANIZATION";"search";"ORGANIZATION";"Business Edition";1.0
17001;"PERSON";"Jack Marshall";"O";"be of";"ORGANIZATION";"Wall Street Journal";1.0
17002;"ORGANIZATION";"Agence France Presse";"O";"sue";"ORGANIZATION";"Google";1.0
17003;"ORGANIZATION";"Google";"O";"announce";"PERSON";"Google Wallet";1.0
17004;"ORGANIZATION";"Google";"O";"launch";"ORGANIZATION";"Google Shopping Express";1.0
17005;"LOCATION";"Eighth Avenue";"O";"be in";"LOCATION";"Manhattan";1.0
17006;"PERSON";"Sergey";"O";"ask";"PERSON";"Dennis Hwang";1.0
17007;"ORGANIZATION";"Google";"O";"be easter egg of";"ORGANIZATION";"Google";1.0
17008;"ORGANIZATION";"Google";"O";"form";"ORGANIZATION";"google.org";1.0
17009;"ORGANIZATION";"Google";"O";"hire";"PERSON";"Larry Brilliant";1.0
17010;"ORGANIZATION";"Google";"O";"pay in";"LOCATION";"United Kingdom";1.0
17011;"PERSON";"Matt Brittin";"O";"be vice president of";"ORGANIZATION";"Google";1.0
17012;"PERSON";"Jim Inhofe";"O";"be senator of";"LOCATION";"Oklahoma";1.0
17013;"PERSON";"Sundar Pichai";"O";"be ceo of";"ORGANIZATION";"Google";1.0
17014;"PERSON";"David Brooks";"O";"be columnist of";"ORGANIZATION";"New York Times";1.0
17015;"ORGANIZATION";"Google";"O";"have";"LOCATION";"New America";1.0
17016;"ORGANIZATION";"Calico Google";"O";"be capitalism of";"ORGANIZATION";"Google Reunion Ungoogleable Surveillance";1.0
17017;"ORGANIZATION";"Google";"O";"with";"PERSON";"Marissa Mayer";1.0
17018;"PERSON";"Olsen";"O";"be ^ of";"ORGANIZATION";"Board of Trustees of the Leland Stanford Junior University";1.0
17019;"ORGANIZATION";"Google";"O";"acquire";"LOCATION";"Deja";1.0
17020;"ORGANIZATION";"Google";"ORGANIZATION";"acquire";"ORGANIZATION";"Keyhole Corp";1.0
17021;"ORGANIZATION";"Google";"O";"buy";"ORGANIZATION";"DoubleClick";0.5041355159129871
17022;"ORGANIZATION";"Google";"O";"be 's";"ORGANIZATION";"Nortel";1.0
17023;"ORGANIZATION";"Motorola Home";"O";"set box division to";"ORGANIZATION";"Arris";1.0
17024;"ORGANIZATION";"Google";"O";"sell motorola mobility to";"ORGANIZATION";"Lenovo";0.5390268953916115
17025;"ORGANIZATION";"Google";"O";"take on";"LOCATION";"Amazon";1.0
17026;"PERSON";"Rick Osterloh";"O";"be chief of";"ORGANIZATION";"Motorola";1.0
17027;"PERSON";"Marissa Mayer";"O";"be at";"ORGANIZATION";"Stanford University";1.0
17028;"ORGANIZATION";"Google";"ORGANIZATION";"complete";"ORGANIZATION";"Pittsburgh Office";1.0
17029;"PERSON";"David Brooks";"O";"be columnist of";"ORGANIZATION";"New York Times";1.0
17030;"ORGANIZATION";"AJAX";"O";"be tool of";"ORGANIZATION";"primer Pixel Play Books Games Movies & TV Music Newsstand Public DNS url Shortener Wallet Wifi Development";1.0
17031;"PERSON";"Al Gore Alan Eustace Alan Mulally Amit Singhal Ann Mather David Drummond Eric Schmidt Jeff Dean John Doerr John L";"O";"be for";"ORGANIZATION";"Google China Google";1.0
17032;"PERSON";"Larry Page Sergey Brin";"O";"be founder of";"PERSON";"Tilghman Sundar Pichai Susan Wojcicki Urs Hölzle Vint Cerf Hal Varian Gayglers";1.0
17033;"PERSON";"Arthur D";"O";"be gv jigsaw nest sidewalk verily x waymo people of";"ORGANIZATION";"Google";1.0
17034;"ORGANIZATION";"AKM Semiconductor";"O";"be packetvideo svox visualon semiconductor company of";"ORGANIZATION";"access Ascender Corporation eBay Google Myriad Group Nuance Communications NXP Software Omron";1.0
17035;"ORGANIZATION";"Avaya Cisco Systems Ericsson Fujitsu Hewlett Packard Enterprise Huawei Juniper Networks Motorola Solutions NEC Nokia";"O";"be equipment of";"ORGANIZATION";"Microsoft Nokia Panasonic Samsung Sony TCL Corporation true Xiaomi ZTE network";1.0
17036;"LOCATION";"Portugal";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
17037;"LOCATION";"Antipodes New Zealand";"O";"be use azot/azost of";"LOCATION";"Azores";1.0
17038;"PERSON";"Theresa";"O";"be of";"LOCATION";"Portugal";1.0
17039;"LOCATION";"lusitania";"O";"be of";"LOCATION";"Gallaecia";1.0
17040;"PERSON";"Martin";"O";"be of";"PERSON";"Braga";1.0
17041;"LOCATION";"Alenquer";"O";"be from";"PERSON";"Alan kerk";1.0
17042;"LOCATION";"Visigothic Kingdom";"O";"be install in";"LOCATION";"Iberia";1.0
17043;"LOCATION";"Atlas mountain";"O";"be of";"LOCATION";"North Africa";1.0
17044;"PERSON";"Pelagius";"O";"be of";"LOCATION";"Asturias";1.0
17045;"PERSON";"Alfonso III";"O";"be of";"LOCATION";"Asturias";1.0
17046;"PERSON";"Alfonso III";"O";"be of";"LOCATION";"Asturias";1.0
17047;"PERSON";"Alfonso VI";"O";"be of";"PERSON";"León";1.0
17048;"PERSON";"Alfonso III";"O";"be of";"LOCATION";"Asturias";1.0
17049;"PERSON";"Alfonso VI";"O";"be of";"LOCATION";"León";1.0
17050;"LOCATION";"Bracara Augusta";"O";"in county be";"LOCATION";"Braga";1.0
17051;"LOCATION";"Portugal";"O";"make alliance with";"LOCATION";"England";1.0
17052;"PERSON";"Beatrice";"O";"be of";"LOCATION";"Portugal";1.0
17053;"PERSON";"House";"O";"ruling house of";"LOCATION";"Portugal";1.0
17054;"LOCATION";"Portugal";"O";"explore";"LOCATION";"Atlantic Ocean";1.0
17055;"LOCATION";"Portugal";"O";"conquer";"LOCATION";"Ceuta";1.0
17056;"ORGANIZATION";"Vasco da Gama";"O";"reach";"LOCATION";"India";1.0
17057;"PERSON";"Pedro Álvares Cabral";"O";"discover";"LOCATION";"Brazil";1.0
17058;"PERSON";"Afonso de Albuquerque";"O";"conquer";"LOCATION";"Goa";1.0
17059;"LOCATION";"Muscat";"O";"be in";"LOCATION";"Persian Strait";1.0
17060;"PERSON";"Henry";"O";"be of";"LOCATION";"Portugal";1.0
17061;"PERSON";"Philip II";"O";"be of";"LOCATION";"Spain";1.0
17062;"PERSON";"Maria Anne Josefa";"O";"be of";"LOCATION";"Austria";1.0
17063;"PERSON";"John V";"O";"be of";"LOCATION";"Portugal";1.0
17064;"ORGANIZATION";"Algarves the departure of the Portuguese Royal Court";"O";"be to";"LOCATION";"Brazil";1.0
17065;"PERSON";"Pombal";"O";"die at";"LOCATION";"Pombal";1.0
17066;"PERSON";"Napoleon";"O";"move troops through";"LOCATION";"Spain";1.0
17067;"PERSON";"Regent João VI";"O";"be of";"LOCATION";"Portugal";1.0
17068;"PERSON";"João VI";"O";"return safely to";"LOCATION";"Lisbon";1.0
17069;"PERSON";"Manuel II";"O";"be of";"LOCATION";"Portugal";1.0
17070;"LOCATION";"Portugal";"O";"be member of";"ORGANIZATION";"NATO";1.0
17071;"PERSON";"António de Oliveira Salazar";"O";"rule";"LOCATION";"Portugal";1.0
17072;"LOCATION";"Portugal";"O";"in";"ORGANIZATION";"National Assembly";1.0
17073;"LOCATION";"Mozambique";"O";"be in";"LOCATION";"Africa";1.0
17074;"LOCATION";"Portugal";"O";"be govern by";"ORGANIZATION";"Junta de Salvação Nacional";1.0
17075;"LOCATION";"Portugal";"O";"join";"ORGANIZATION";"EEC";1.0
17076;"LOCATION";"Mount Pico";"O";"be in";"LOCATION";"Azores";1.0
17077;"LOCATION";"Azores";"O";"straddle";"LOCATION";"Mid-Atlantic Ridge";0.4611402786028361
17078;"LOCATION";"Marinha Beach";"O";"be in";"LOCATION";"Lagoa";1.0
17079;"PERSON";"Serra";"O";"do";"PERSON";"gerês";1.0
17080;"LOCATION";"Biodiversityedit Peneda-Gerês National Park";"O";"be park in";"LOCATION";"Portugal";1.0
17081;"LOCATION";"Portugal";"O";"be of";"PERSON";"António Costa";1.0
17082;"LOCATION";"Portugal";"O";"country in";"LOCATION";"Europe";1.0
17083;"PERSON";"Viana";"O";"do";"PERSON";"Castelo";1.0
17084;"PERSON";"Viana";"O";"do";"LOCATION";"Castelo";1.0
17085;"ORGANIZATION";"community";"O";"be headquarter in";"LOCATION";"Lisbon";1.0
17086;"LOCATION";"Portugal";"O";"be found member of";"ORGANIZATION";"NATO";1.0
17087;"PERSON";"Kurt Waldheim";"O";"be of";"LOCATION";"Austria";1.0
17088;"LOCATION";"Lajes Air Base";"O";"be at";"LOCATION";"Terceira Island";1.0
17089;"ORGANIZATION";"NATO";"O";"of";"ORGANIZATION";"Allied command Operations";1.0
17090;"ORGANIZATION";"National Museum of Natural history";"O";"be at";"ORGANIZATION";"University of Lisbon";1.0
17091;"PERSON";"Sines Tecnopolo";"O";"be in";"LOCATION";"Sines";1.0
17092;"LOCATION";"Lisbon Metro";"O";"do tejo in";"LOCATION";"Lisbon Metropolitan Area";0.9774908006211136
17093;"LOCATION";"Mirandese";"O";"be in";"LOCATION";"Miranda";1.0
17094;"PERSON";"Desenho";"O";"be of";"LOCATION";"Rio de Janeiro";1.0
17095;"ORGANIZATION";"Medical Department";"O";"be of";"ORGANIZATION";"Universidade Nova de Lisboa";1.0
17096;"ORGANIZATION";"Calouste Gulbenkian Foundation";"O";"establish in";"LOCATION";"Lisbon";1.0
17097;"LOCATION";"Belém Cultural Centre";"O";"be in";"LOCATION";"Lisbon";1.0
17098;"PERSON";"Tomás Taveira";"O";"be in";"LOCATION";"Portugal";1.0
17099;"PERSON";"Virgil";"O";"with";"PERSON";"Aeneid";1.0
17100;"LOCATION";"Porto";"O";"from francesinha be";"PERSON";"frenchie";1.0
17101;"LOCATION";"Portugal";"O";"win eurovision song contest in";"LOCATION";"Kiev";1.0
17102;"PERSON";"Cristiano Ronaldo";"O";"be in";"LOCATION";"Portugal";1.0
17103;"LOCATION";"Portugal";"O";"be most important race with";"LOCATION";"Volta";1.0
17104;"PERSON";"Fundação Francisco Manuel";"PERSON";"do";"PERSON";"Santos";0.8034056661100437
17105;"PERSON";"Fundação Francisco Manuel";"PERSON";"do";"PERSON";"Santos";0.8034056661100437
17106;"PERSON";"Larose";"O";"be et of";"PERSON";"Maisonneuve";1.0
17107;"PERSON";"Giles Tremlett";"O";"be of";"LOCATION";"Brazil";1.0
17108;"LOCATION";"Portugal";"O";"follow";"LOCATION";"Ireland";1.0
17109;"PERSON";"Diário";"PERSON";"da";"PERSON";"Noticias";0.8034056661100437
17110;"PERSON";"Cristiano Ronaldo";"O";"win fifa player award after";"LOCATION";"Portugal";1.0
17111;"ORGANIZATION";"Wikimedia Atlas of Portugal Geographic";"O";"be from";"ORGANIZATION";"BBC News";1.0
17112;"LOCATION";"Guernsey Isle";"O";"be sovereign base area gibraltar british overseas territory of";"LOCATION";"Dhekelia";1.0
17113;"LOCATION";"Czechoslovakia";"O";"be of";"LOCATION";"Malta";1.0
17114;"LOCATION";"Tanzania Thailand Togo Tonga Trinidad and Tobago Tunisia Turkey Uganda Ukraine United Arab Emirates United States Uruguay";"O";"be ³ of";"LOCATION";"Grenadines Samoa Saudi Arabia Senegal Seychelles Sierra Leone Singapore Solomon Islands South Africa Sri Lanka Suriname Swaziland Switzerland Tajikistan Taiwan";1.0
17115;"LOCATION";"Santa Cruz";"O";"do";"LOCATION";"Cabo Gué";1.0
17116;"ORGANIZATION";"Japan Amaterasu Kenya Wanjiku Korea Dangun Ungnyeo Malta Melita Montenegro Fairy";"O";"be of";"ORGANIZATION";"Mountain India Bharat Mata Indonesia Ibu Pertiwi Ireland Ériu Hibernia Kathleen Ni Houlihan Israel Srulik Italy Italia";1.0
17117;"PERSON";"Român? Romani Rumantsch Runa";"O";"be tahiti of";"PERSON";"Picard Piemontèis Tok Pisin Plattdüütsch Polski ???????? Português Qaraqalpaqsha Q?r?mtatarca Reo";1.0
17118;"PERSON";"Alexa";"O";"be website classmates.com of";"PERSON";"Randy Conrads";1.0
17119;"ORGANIZATION";"Online Publishers Association";"ORGANIZATION";"pay";"ORGANIZATION";"Content U.S";1.0
17120;"ORGANIZATION";"Nielsen Online monthly visitor";"ORGANIZATION";"rank for";"ORGANIZATION";"Classmates.com";1.0
17121;"LOCATION";"Atlantic";"O";"have";"PERSON";"Jason Guriel";1.0
17122;"LOCATION";"New Wave kitchen";"O";"be school bourekas brighton school british of";"LOCATION";"Berlin";1.0
17123;"ORGANIZATION";"BlackPlanet";"O";"describe";"PERSON";"Farmandia";1.0
17124;"ORGANIZATION";"Facebook";"O";"to";"LOCATION";"Farmville";1.0
17125;"PERSON";"John Hayden";"O";"work for";"ORGANIZATION";"Hitachi";1.0
17126;"ORGANIZATION";"Nokia";"O";"be in";"LOCATION";"China";1.0
17127;"ORGANIZATION";"HOOP Magazine";"O";"be in";"LOCATION";"Japan";1.0
17128;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
17129;"PERSON";"Fred Seibert";"O";"with";"ORGANIZATION";"Frederator Studios";1.0
17130;"ORGANIZATION";"Tumblr";"O";"agreement for";"ORGANIZATION";"Yahoo! Inc";0.6168570343436987
17131;"LOCATION";"East st Street";"O";"be in";"LOCATION";"New York City";1.0
17132;"LOCATION";"New York City";"O";"in";"LOCATION";"Silicon Alley";1.0
17133;"PERSON";"Nicole Lapin";"O";"be of";"ORGANIZATION";"Bloomberg West";1.0
17134;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
17135;"LOCATION";"Mongolia";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
17136;"LOCATION";"Mongolia";"O";"join";"ORGANIZATION";"World Trade Organization";1.0
17137;"ORGANIZATION";"Mongols";"O";"retreat to";"LOCATION";"Mongolia";1.0
17138;"LOCATION";"Khoit Tsenkher Cave";"O";"be in";"LOCATION";"Khovd Province";1.0
17139;"LOCATION";"Lascaux";"O";"be of";"LOCATION";"Mongolia";1.0
17140;"LOCATION";"Khangai mountain";"O";"be in";"LOCATION";"Central Mongolia";1.0
17141;"LOCATION";"Donghu";"O";"be into";"LOCATION";"China";1.0
17142;"LOCATION";"xiongnu";"O";"of yu be";"LOCATION";"Chanyu";1.0
17143;"LOCATION";"Siberia";"O";"be to";"LOCATION";"Gulf of Oman";1.0
17144;"PERSON";"Abtai Sain Khan";"O";"be of";"LOCATION";"Khalkha";1.0
17145;"PERSON";"Mongol Khan";"O";"be";"PERSON";"Ligden Khan";1.0
17146;"PERSON";"Jebtsundamba Khutuktu";"O";"be of";"LOCATION";"Mongolia";1.0
17147;"LOCATION";"Tea Road";"O";"be through";"LOCATION";"Siberia";1.0
17148;"LOCATION";"Mongolia";"O";"be under";"PERSON";"Bogd Khaan";1.0
17149;"LOCATION";"republic";"O";"consider";"LOCATION";"Mongolia";1.0
17150;"LOCATION";"Mongolia";"O";"be closely align with";"LOCATION";"Soviet Union";1.0
17151;"PERSON";"Choibalsan";"O";"die in";"LOCATION";"Russia";1.0
17152;"LOCATION";"Soviet Union";"O";"successfully defend";"LOCATION";"Mongolia";1.0
17153;"PERSON";"Yumjaagiin Tsedenbal";"O";"take power in";"LOCATION";"Mongolia";1.0
17154;"PERSON";"Tsedenbal";"O";"be visit";"LOCATION";"Moscow";1.0
17155;"LOCATION";"Khentii mountain";"O";"be in";"LOCATION";"Terelj";1.0
17156;"PERSON";"Jesus Christ";"O";"of church be";"ORGANIZATION";"LDS Church";1.0
17157;"ORGANIZATION";"United Nations";"O";"be in";"LOCATION";"New York City";1.0
17158;"LOCATION";"Mongolia";"O";"send battalion to";"LOCATION";"Chad";1.0
17159;"ORGANIZATION";"Organization";"O";"invite mongolia in";"LOCATION";"Europe";1.0
17160;"LOCATION";"Mongolia";"O";"be of";"PERSON";"Mongolia Zavkhan Govi-Altai Khovd Bayan Ölgii Uvs Bayan";1.0
17161;"LOCATION";"Mongolia";"O";"be rank by";"ORGANIZATION";"World Bank";1.0
17162;"LOCATION";"Japan";"O";"have";"ORGANIZATION";"Mitsui & Co";1.0
17163;"LOCATION";"Sukhbaatar";"O";"be on";"LOCATION";"Lake Khovsgol";1.0
17164;"LOCATION";"Darkhan";"O";"be to";"LOCATION";"Bulgan";1.0
17165;"PERSON";"Sharav";"O";"be like";"PERSON";"Marzan";1.0
17166;"PERSON";"tsogchin";"O";"be in";"LOCATION";"gandan";1.0
17167;"LOCATION";"Mongolia";"O";"be at";"LOCATION";"Naadam";1.0
17168;"ORGANIZATION";"United Nations Economic and Social Commission";"O";"be for";"LOCATION";"Asia";1.0
17169;"ORGANIZATION";"Citi";"O";"have";"PERSON";"Willem Buiter";1.0
17170;"LOCATION";"Encyclopædia Britannica Wikimedia Atlas";"O";"be of";"LOCATION";"Mongolia Wrestling Roots Mongolia";1.0
